dataset,instance_id,true_label,rf_prediction,rf_correct,shap_top1_feature,shap_top3_features,shap_top5_features,shap_top5_abs_values
synthetic,sensor_drift_047_w360,sensor_drift,sensor_drift,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""temperature_delta_mean""]","[0.18750383541930582, 0.1860802863811339, 0.10632114539720346, 0.10523987673769465, 0.06895429990102334]"
synthetic,overvoltage_004_w360,overvoltage,overvoltage,True,current_z_last,"[""current_z_last"", ""vibration_delta_mean"", ""vibration_slope""]","[""current_z_last"", ""vibration_delta_mean"", ""vibration_slope"", ""current_slope"", ""current_delta_mean""]","[0.14996024560847995, 0.13424677849403016, 0.13196221914444836, 0.1289857813451593, 0.08485971644748702]"
synthetic,overvoltage_004_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.20772192990068433, 0.17151892043399797, 0.13179562000885395, 0.11334799037191823, 0.07072522617413196]"
synthetic,overvoltage_006_w360,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.19890559693449758, 0.19464415943657348, 0.1331832573598174, 0.10811612910851744, 0.0715603534677778]"
synthetic,overvoltage_007_w360,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""current_z_last"", ""vibration_delta_mean""]","[""vibration_slope"", ""current_z_last"", ""vibration_delta_mean"", ""current_slope"", ""current_delta_mean""]","[0.15688989966717087, 0.14099405632957557, 0.13988889059175447, 0.1282779304674277, 0.07943459350184609]"
synthetic,overvoltage_007_w420,overvoltage,overvoltage,True,current_slope,"[""current_slope"", ""vibration_slope"", ""vibration_delta_mean""]","[""current_slope"", ""vibration_slope"", ""vibration_delta_mean"", ""current_delta_mean"", ""temperature_slope""]","[0.18321897643144572, 0.18302363560743382, 0.14557819886926543, 0.14310430922740533, 0.04510058221598567]"
synthetic,overvoltage_008_w300,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_slope""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_slope"", ""current_delta_mean"", ""temperature_slope""]","[0.2018432805785691, 0.1902963451652142, 0.16433288904581772, 0.12184427501906331, 0.046341068878127674]"
synthetic,overvoltage_008_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.19466904001333998, 0.16780364805282286, 0.13371090427705307, 0.11496520414661333, 0.07597464964356837]"
synthetic,overvoltage_011_w360,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.2009955252986804, 0.19743845557780818, 0.12938596461237797, 0.10942212142854563, 0.062174176788435474]"
synthetic,overvoltage_011_w420,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""current_slope"", ""vibration_delta_mean""]","[""vibration_slope"", ""current_slope"", ""vibration_delta_mean"", ""current_delta_mean"", ""temperature_slope""]","[0.1903246122303008, 0.18414752211552177, 0.1635751981465738, 0.13940388412328714, 0.048540395375105225]"
synthetic,overvoltage_011_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.20157911271192422, 0.19892706165752663, 0.11831676158741787, 0.10977015247038657, 0.07094754031432278]"
synthetic,overvoltage_022_w300,overvoltage,overvoltage,True,current_slope,"[""current_slope"", ""current_delta_mean"", ""vibration_delta_mean""]","[""current_slope"", ""current_delta_mean"", ""vibration_delta_mean"", ""vibration_slope"", ""temperature_slope""]","[0.20654535754214828, 0.15868114711369224, 0.13436868593362974, 0.13175388515509967, 0.046829855169937595]"
synthetic,overvoltage_027_w300,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_slope""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_slope"", ""current_delta_mean"", ""temperature_delta_mean""]","[0.2078191913456545, 0.199670911132653, 0.1566109440482178, 0.11176685173458939, 0.047091011893456276]"
synthetic,overvoltage_032_w480,overvoltage,overvoltage,True,current_z_last,"[""current_z_last"", ""vibration_slope"", ""current_slope""]","[""current_z_last"", ""vibration_slope"", ""current_slope"", ""vibration_delta_mean"", ""current_delta_mean""]","[0.13901544977476102, 0.13409415141024172, 0.1237130999148721, 0.11575822092332448, 0.07938704282813665]"
synthetic,overvoltage_033_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.21508509392794115, 0.20523496832756408, 0.11219800653788499, 0.10630366788176586, 0.06856907359429962]"
synthetic,overvoltage_038_w300,overvoltage,overvoltage,True,current_slope,"[""current_slope"", ""vibration_slope"", ""current_delta_mean""]","[""current_slope"", ""vibration_slope"", ""current_delta_mean"", ""vibration_delta_mean"", ""temperature_delta_mean""]","[0.20977039277924497, 0.16674417169278496, 0.15770334417743323, 0.14487462374713828, 0.049242205409237]"
synthetic,overvoltage_038_w360,overvoltage,overvoltage,True,current_z_last,"[""current_z_last"", ""current_slope"", ""vibration_delta_mean""]","[""current_z_last"", ""current_slope"", ""vibration_delta_mean"", ""vibration_slope"", ""current_delta_mean""]","[0.15442226199225734, 0.1358441407973358, 0.12599546155078734, 0.12034136712521598, 0.08880144616151382]"
synthetic,overvoltage_038_w480,overvoltage,overvoltage,True,vibration_delta_mean,"[""vibration_delta_mean"", ""vibration_slope"", ""current_z_last""]","[""vibration_delta_mean"", ""vibration_slope"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.17734703307201527, 0.16387281454810576, 0.12390733522706875, 0.10938796981506468, 0.07168352118924873]"
synthetic,overvoltage_040_w420,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""current_slope"", ""vibration_delta_mean""]","[""vibration_slope"", ""current_slope"", ""vibration_delta_mean"", ""current_delta_mean"", ""temperature_slope""]","[0.1918644772856995, 0.16920013334545572, 0.16654708752466346, 0.13010709897643938, 0.05100490480930415]"
synthetic,overvoltage_040_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.21510189949551128, 0.20420504853339885, 0.11827190690061597, 0.10399382271474057, 0.06695126200191473]"
synthetic,overvoltage_041_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.19758442864598877, 0.1716323179233392, 0.14080998056705785, 0.11399274196045132, 0.07296900364938788]"
synthetic,overvoltage_049_w480,overvoltage,overvoltage,True,vibration_slope,"[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last""]","[""vibration_slope"", ""vibration_delta_mean"", ""current_z_last"", ""current_slope"", ""current_delta_mean""]","[0.20808382790464822, 0.19920398939385794, 0.1283551585838644, 0.10599396050108884, 0.07011718812694391]"
nasa_fd001,u001_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05350586250000893, 0.03947685174685958, 0.0366581696793223, 0.028730328266703988, 0.02752864560534]"
nasa_fd001,u001_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05296845031182972, 0.04135832621475547, 0.03609857814388475, 0.028474749926888455, 0.02768048171770051]"
nasa_fd001,u001_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s21_delta_mean"", ""s15_slope""]","[0.04164966992457107, 0.040356498800203984, 0.03380740329153576, 0.033121945581368446, 0.032250074393303255]"
nasa_fd001,u001_e0140,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s15_slope"", ""s11_slope""]","[""s4_slope"", ""s15_slope"", ""s11_slope"", ""s11_delta_mean"", ""s12_delta_mean""]","[0.04995971066249162, 0.04349412805357906, 0.043442193613624364, 0.040731327760740385, 0.03986448801659856]"
nasa_fd001,u001_e0170,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s12_slope""]","[0.06255733236206917, 0.05690319053379512, 0.048905356480430325, 0.0349584517707493, 0.031259106925212055]"
nasa_fd001,u005_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.051311946776054336, 0.03763661765145636, 0.03608821694176972, 0.027397711522630753, 0.02614088348928124]"
nasa_fd001,u005_e0110,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s15_slope""]","[0.05054362370292849, 0.03860881657001708, 0.03503763374565776, 0.026996627214764465, 0.026637165303352774]"
nasa_fd001,u005_e0150,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s4_delta_mean""]","[0.055610107401792376, 0.043316599007061335, 0.038017230299461684, 0.032289130030142416, 0.03118004679674164]"
nasa_fd001,u005_e0180,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s15_slope""]","[0.05778160109192278, 0.04318870793273964, 0.036476000797404554, 0.03556391664702726, 0.03319388648123546]"
nasa_fd001,u005_e0230,healthy,degraded,False,s11_slope,"[""s11_slope"", ""s20_slope"", ""s21_delta_mean""]","[""s11_slope"", ""s20_slope"", ""s21_delta_mean"", ""s17_z_last"", ""s20_delta_mean""]","[0.057633365715523334, 0.04868702521472448, 0.04152499345564602, 0.04101538214902906, 0.03924040339881185]"
nasa_fd001,u005_e0250,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s21_delta_mean""]","[0.054686360451717174, 0.05196048088409977, 0.0395188853724666, 0.033612898626455265, 0.0334046655314831]"
nasa_fd001,u005_e0260,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s20_slope""]","[0.046671282317087996, 0.045768604383034386, 0.034836517884642114, 0.029183867896529228, 0.027612181694359694]"
nasa_fd001,u011_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s12_delta_mean""]","[0.05440018986873477, 0.04448564591968394, 0.03856398504633862, 0.03091467147631542, 0.030471218246048492]"
nasa_fd001,u011_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[0.05089624260551143, 0.03888525063838817, 0.03538689636179602, 0.027703642117325556, 0.026363658802057308]"
nasa_fd001,u011_e0130,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s21_delta_mean""]","[0.04362801914815063, 0.03757713789850816, 0.03561603887889811, 0.026602770662041995, 0.026423556361177627]"
nasa_fd001,u011_e0160,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s12_delta_mean""]","[""s11_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope"", ""s4_slope""]","[0.08930498760518284, 0.0634090747271151, 0.05054914784914678, 0.04923770071693704, 0.04257125608898954]"
nasa_fd001,u011_e0190,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s21_delta_mean"", ""s11_slope""]","[""s4_slope"", ""s21_delta_mean"", ""s11_slope"", ""s11_delta_mean"", ""s17_slope""]","[0.05686138259579255, 0.0505735351533867, 0.04900745708031642, 0.04452812804124506, 0.03863606691756467]"
nasa_fd001,u011_e0200,healthy,degraded,False,s4_slope,"[""s4_slope"", ""s17_slope"", ""s11_slope""]","[""s4_slope"", ""s17_slope"", ""s11_slope"", ""s4_delta_mean"", ""s20_slope""]","[0.08195219520593666, 0.08116432228067885, 0.06249428602983206, 0.05269717510224118, 0.05123655445423729]"
nasa_fd001,u011_e0240,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s4_delta_mean""]","[0.04826170737634734, 0.04489969065217796, 0.03523638589986426, 0.029895100403429156, 0.029351347267506805]"
nasa_fd001,u013_e0060,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s4_delta_mean""]","[0.052205943573759024, 0.04089803010971188, 0.03639084497234163, 0.028535246040324896, 0.02733782288438518]"
nasa_fd001,u013_e0070,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s4_delta_mean"", ""s12_delta_mean""]","[0.05181643829896767, 0.03790391286710475, 0.03548677395595662, 0.027594549804480246, 0.02680595422178137]"
nasa_fd001,u013_e0120,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s11_slope"", ""s12_delta_mean""]","[""s4_slope"", ""s11_slope"", ""s12_delta_mean"", ""s12_slope"", ""s21_delta_mean""]","[0.06082112901762153, 0.053660817359030256, 0.05222817826634888, 0.049290975779461885, 0.04668646820203655]"
nasa_fd001,u013_e0130,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s20_slope"", ""s21_delta_mean""]","[""s4_slope"", ""s20_slope"", ""s21_delta_mean"", ""s20_delta_mean"", ""s12_delta_mean""]","[0.06735069906248371, 0.05861409730182922, 0.05298908850290449, 0.05145592186099268, 0.04817074145979446]"
nasa_fd001,u013_e0140,degraded,degraded,True,s4_slope,"[""s4_slope"", ""s11_slope"", ""s21_delta_mean""]","[""s4_slope"", ""s11_slope"", ""s21_delta_mean"", ""s11_delta_mean"", ""s20_z_last""]","[0.06570196363096896, 0.0638804238376198, 0.06150994625745347, 0.050537258433772596, 0.04945538768389583]"
nasa_fd001,u013_e0160,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s4_delta_mean""]","[0.05131336532422673, 0.04851519550105361, 0.03753378669119621, 0.03245643921545231, 0.02952472320093538]"
nasa_fd001,u019_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05143573468366115, 0.03879166212622609, 0.03567739316551972, 0.027235087754715386, 0.02676600883770232]"
nasa_fd001,u019_e0060,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s12_delta_mean""]","[0.05248696757756564, 0.0396658381328951, 0.0375929693986244, 0.02823531814807575, 0.027921659381461267]"
nasa_fd001,u023_e0120,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s12_delta_mean"", ""s12_slope""]","[""s4_slope"", ""s12_delta_mean"", ""s12_slope"", ""s4_delta_mean"", ""s11_slope""]","[0.054500807637177524, 0.05067635096882401, 0.047671567685534544, 0.042879750885824755, 0.04255756119394759]"
nasa_fd001,u023_e0130,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s21_delta_mean""]","[""s11_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s4_slope"", ""s4_delta_mean""]","[0.07121968979992414, 0.06933959024887976, 0.06289951355982117, 0.06053276611121595, 0.05542772743899686]"
nasa_fd001,u023_e0160,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s12_delta_mean""]","[0.06132825098396485, 0.046318896421994285, 0.045287901500851505, 0.03709972298747386, 0.03301537706444678]"
nasa_fd001,u027_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[0.052592058382966475, 0.038918073049198136, 0.03641240585859074, 0.026725736202689386, 0.026476941848414804]"
nasa_fd001,u027_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s21_delta_mean""]","[0.055529853432257234, 0.03885466983660847, 0.03721932866446013, 0.030547502993472156, 0.03054397065969587]"
nasa_fd001,u027_e0090,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s21_delta_mean""]","[0.05519363426486671, 0.04145430411853401, 0.03832432062534177, 0.03089561786127683, 0.030002624794401304]"
nasa_fd001,u027_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s15_slope"", ""s20_delta_mean""]","[0.06128531104424077, 0.03950523985254964, 0.03711618004705099, 0.03450290546988615, 0.03128552147773531]"
nasa_fd001,u031_e0060,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05107395466065988, 0.039673884567530134, 0.036341477042631645, 0.028436434297408004, 0.027516587739127747]"
nasa_fd001,u031_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05013316573914167, 0.038780046249970036, 0.03414035311785136, 0.027419343515479436, 0.02603090250951438]"
nasa_fd001,u031_e0140,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s15_slope"", ""s12_delta_mean""]","[0.060421996133162764, 0.04364426161857562, 0.03713118460523931, 0.03370672266594325, 0.03227311458319049]"
nasa_fd001,u031_e0170,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s11_slope"", ""s4_delta_mean""]","[""s4_slope"", ""s11_slope"", ""s4_delta_mean"", ""s12_delta_mean"", ""s11_delta_mean""]","[0.07342726890446565, 0.06834892792472405, 0.0648095989282232, 0.05838074231864592, 0.05085714053714677]"
nasa_fd001,u031_e0180,healthy,healthy,True,s21_delta_mean,"[""s21_delta_mean"", ""s11_slope"", ""s4_slope""]","[""s21_delta_mean"", ""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean""]","[0.08659544023521834, 0.06516497979320295, 0.059490292616569955, 0.057207599086592245, 0.056701415626350074]"
nasa_fd001,u031_e0210,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_slope"", ""s21_delta_mean""]","[0.05334831018182747, 0.04765554023603433, 0.038475103851332126, 0.035355926124124984, 0.03374631685423701]"
nasa_fd001,u032_e0090,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s4_delta_mean""]","[0.051159660040561716, 0.03947429624213372, 0.03506961125052508, 0.02675035154746031, 0.0266833744680466]"
nasa_fd001,u032_e0140,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s21_delta_mean""]","[0.053619451541560066, 0.042965546447787724, 0.03849505870630296, 0.037270891123514345, 0.03678421501176868]"
nasa_fd001,u032_e0160,healthy,healthy,True,s21_delta_mean,"[""s21_delta_mean"", ""s11_slope"", ""s11_delta_mean""]","[""s21_delta_mean"", ""s11_slope"", ""s11_delta_mean"", ""s20_slope"", ""s4_slope""]","[0.06988863270858223, 0.056781229023094806, 0.05318326172329787, 0.05287257931488747, 0.050228319427823666]"
nasa_fd001,u034_e0060,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[0.05104420506054264, 0.03838234581324814, 0.03565541534999197, 0.027965977163648063, 0.026576899917952004]"
nasa_fd001,u034_e0090,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s12_slope""]","[0.0558363959643071, 0.042414817780815864, 0.04019551718132451, 0.03355808782796622, 0.0309517699655232]"
nasa_fd001,u034_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s12_slope""]","[0.054215323330303655, 0.037822316360555636, 0.03383526550267905, 0.030069136971548973, 0.027969733783321234]"
nasa_fd001,u034_e0120,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s4_delta_mean"", ""s20_slope""]","[0.058373267002659754, 0.04173340472533333, 0.040686371689285517, 0.030781012442027855, 0.030418231704343972]"
nasa_fd001,u034_e0170,degraded,degraded,True,s4_slope,"[""s4_slope"", ""s12_delta_mean"", ""s11_slope""]","[""s4_slope"", ""s12_delta_mean"", ""s11_slope"", ""s14_delta_mean"", ""s21_slope""]","[0.07728374592924134, 0.04833844740991097, 0.03561748196819248, 0.03057528263205339, 0.027931120358126803]"
nasa_fd001,u040_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05157785957333641, 0.0399633542991855, 0.03590367263463876, 0.028282088233112505, 0.026952260585309834]"
nasa_fd001,u040_e0080,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s4_delta_mean""]","[0.0510833059260732, 0.03924565090193123, 0.0366271706978154, 0.026500031770697638, 0.026328878334594366]"
nasa_fd001,u040_e0180,degraded,degraded,True,s4_slope,"[""s4_slope"", ""s11_slope"", ""s11_delta_mean""]","[""s4_slope"", ""s11_slope"", ""s11_delta_mean"", ""s21_slope"", ""s4_delta_mean""]","[0.05047041505566808, 0.04659776497766628, 0.03666783382482812, 0.035657080862253006, 0.03380814800850468]"
nasa_fd001,u043_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_delta_mean"", ""s15_slope""]","[0.05115997434613853, 0.03998404241502106, 0.03700290013702679, 0.028016640966074563, 0.027480981240780106]"
nasa_fd001,u043_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s15_slope""]","[0.053179995797306166, 0.037478780778002714, 0.034893197279383455, 0.028606740739056166, 0.027356588577497908]"
nasa_fd001,u043_e0130,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s15_slope"", ""s4_delta_mean""]","[0.06974193542015415, 0.05373776033164221, 0.05020686534731056, 0.0421411821476469, 0.0413290946424523]"
nasa_fd001,u043_e0140,healthy,healthy,True,s4_slope,"[""s4_slope"", ""s4_delta_mean"", ""s15_delta_mean""]","[""s4_slope"", ""s4_delta_mean"", ""s15_delta_mean"", ""s11_slope"", ""s21_slope""]","[0.062443494312035504, 0.05927163947818118, 0.04828816150568206, 0.04308931405645077, 0.040377930699126555]"
nasa_fd001,u043_e0180,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s12_slope"", ""s12_delta_mean""]","[0.0546771876271442, 0.048709264910536065, 0.04389717865170961, 0.03631145244445192, 0.034913525386935956]"
nasa_fd001,u043_e0190,degraded,degraded,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s21_delta_mean"", ""s12_slope""]","[0.053614916036560906, 0.04474169470152023, 0.03725036635107243, 0.03318984310839363, 0.03288109438553767]"
nasa_fd001,u045_e0050,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s4_slope"", ""s11_delta_mean""]","[""s11_slope"", ""s4_slope"", ""s11_delta_mean"", ""s15_slope"", ""s12_delta_mean""]","[0.05222075870448331, 0.04115213240792061, 0.03569247280214472, 0.027941566334180504, 0.027286658500907217]"
nasa_fd001,u045_e0090,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s20_slope"", ""s20_delta_mean""]","[0.06897526117472963, 0.048228059632912684, 0.04358239176981675, 0.0364706781501089, 0.035219959259151834]"
nasa_fd001,u045_e0100,healthy,healthy,True,s11_slope,"[""s11_slope"", ""s11_delta_mean"", ""s4_slope""]","[""s11_slope"", ""s11_delta_mean"", ""s4_slope"", ""s12_delta_mean"", ""s21_delta_mean""]","[0.07250170922486807, 0.0489736636050257, 0.044871689387969, 0.040009176039382005, 0.03487414711482369]"
